,DG(12:0_12:0),DG(16:0_18:1),DG(16:0_18:2),DG(16:0_18:3),DG(16:1_18:3),DG(18:1_18:1),DG(18:1_18:2),DG(18:1_18:3),DG(18:1_2:0),DG(18:2_18:2),DG(18:2_18:3),DG(18:3_18:3),DGDG(16:0_18:1),DGDG(16:0_18:2),DGDG(16:0_18:3),DGDG(18:0_18:2),DGDG(18:0_18:3),DGDG(18:2_18:3),DGDG(18:2_18:4),MG(12:0),MG(16:0),MG(18:1),MG(18:2),MG(18:3),MGDG(16:0_18:1),MGDG(16:0_18:3),MGDG(18:2_18:2),MGDG(18:2_18:3),MGDG(18:3_18:3),SQDG(16:0_14:0),SQDG(16:0_16:0),SQDG(16:0_18:1),SQDG(16:0_18:2),SQDG(16:0_18:3),SQDG(16:1_18:3),SQDG(18:0_18:3),SQDG(18:1_18:3),SQDG(18:2_18:3),SQDG(18:3_18:3),TG(10:0_10:0_10:0),TG(10:0_12:0_14:0),TG(10:0_12:0_16:0),TG(10:0_14:0_16:0),TG(10:0_16:0_16:0),TG(12:0_12:0_12:0),TG(12:0_12:0_14:0),TG(12:0_12:0_18:1),TG(12:0_14:0_16:0),TG(12:0_14:0_18:1),TG(12:0_16:0_16:0),TG(12:0_16:0_18:1),TG(12:0_16:0_18:3),TG(12:0_18:1_18:3),TG(12:0_18:2_18:3),TG(14:0_14:0_16:1),TG(14:0_14:0_18:0),TG(14:0_16:0_18:1),TG(14:0_18:1_18:2),TG(14:0_18:1_18:3),TG(14:0_18:2_18:3),TG(14:0_18:3_18:3),TG(16:0_16:0_16:0),TG(16:0_16:0_18:1),TG(16:0_16:0_20:1),TG(16:0_18:0_18:2),TG(16:0_18:1_18:2),TG(16:0_18:1_18:3),TG(16:0_18:1_20:0),TG(16:0_18:1_20:2),TG(16:0_18:1_22:0),TG(16:0_18:2_18:3),TG(16:0_18:3_18:3),TG(16:1_16:1_22:5),TG(16:1_20:1_20:2),TG(18:0_18:2_18:2),TG(18:0_18:2_20:1),TG(18:0_18:2_22:0),TG(18:1_18:1_20:3),TG(18:1_18:2_18:2),TG(18:1_18:2_18:3),TG(18:1_18:3_22:0),TG(18:1_20:3_22:0),TG(18:2_18:2_18:4),TG(18:2_18:2_22:1),TG(18:2_18:3_20:3),TG(18:2_20:2_22:2),TG(18:2_20:3_22:0),TG(18:3_18:3_18:3),DG(18:0_18:2),LPC(16:0),LPC(18:3),LPE(16:0),PA(16:0_18:2),PC(14:0_14:0),PC(14:0_18:0),PC(14:0_18:2),PC(14:0_18:3),PC(14:0_22:5),PC(14:0_22:6),PC(16:0_16:0),PC(16:0_18:0),PC(16:0_18:1),PC(16:0_18:2),PC(16:0_18:3),PC(16:0_20:3),PC(16:0_20:4),PC(16:0_20:5),PC(16:0_22:5),PC(16:0_22:6),PC(16:1_16:1),PC(16:1_18:2),PC(18:0_18:1),PC(18:0_18:2),PC(18:0_18:3),PC(18:0_20:2),PC(18:0_20:3),PC(18:0_20:4),PC(18:1_16:0),PC(18:1_18:1),PC(18:1_18:2),PC(18:1_20:1),PC(18:1_20:4),PC(18:1_24:1),PC(18:2_20:0),PE(12:0_12:0),PE(14:0_22:6),PE(16:0_18:0),PE(16:0_18:1),PE(16:0_18:2),PE(16:0_18:3),PE(16:0_20:4),PE(16:0_20:5),PE(18:0_18:2),PE(18:2_18:2),PE(18:2_18:3),PE(18:3_18:3),PG(16:0_16:0),PG(16:0_18:1),PS(18:0_18:2)
PI533752_control,2599617.363,659783.2238,2249074.827,1720649.78,19337.78102,476379.4115,120931.2178,535435.565,217735.461,718084.9007,682593.4517,51485416.62,335721.7569,887081.6935,16651467.97,178995.3004,2483947.543,463937.8918,36876093.58,655661.8505,512448.8542,952758.7146,178270.5584,3238946.403,57538.0084,9206439.331,1985659.883,5016454.238,143325370.2,33478.22486,2822974.792,75180.21811,222255.1809,6979246.852,39030.84608,352007.1704,122859.1055,293299.9881,3496078.629,5436.743493,48948.13219,29653.69953,32094.85851,9114.129205,78036.99308,59307.39911,2407.39308,41212.78412,3133.116235,8296.11123,19423.43017,4720.842125,2309.882087,7379.664174,6266.231895,12442.06319,11749.18336,101076.9396,7913.630471,6454.605231,6303.334311,2084570.938,61234.43579,33940.24685,160314.8485,286757.2125,357429.0802,11061.81099,92840.4857,43272.97633,651905.661,752514.0978,1734493.95,6490.582432,143368.8838,2487.306243,2138.162895,7753.136181,172647.0354,385292.7326,1551.616158,2332.871829,697480.9125,1465.151552,4725.948526,2032.407246,3940.488566,467363.7855,49061.73521,327642.0101,126134.8547,22588.10616,82350.81906,13255.55523,453478.4489,27201.21506,43396.064,134305.269,1884745.99,279877.776,10985601.75,6769703.822,28307373.96,16170406.68,1473305.156,4147492.066,7379123.598,24730.22834,58623.62561,47627.7365,249592.4337,117592.1745,1326305.552,504445.6593,56805.72498,44564.52852,27887.41524,4077529.16,459283.5464,525403.514,67065.71105,41759.60709,57643.86551,58281.21931,270982.6933,245662.0542,74894.64212,1818038.904,10790687.44,2100230.734,2492111.133,1062366.008,187672.0396,1429981.428,1098275.41,855961.6988,479792.3197,698678.4868,16415.16779
PI533754_control,2860626.396,1483202.618,4547670.411,1877975.711,60940.26437,692439.5079,367138.3248,1519828.715,323902.7068,1936202.128,1311515.36,56367804.06,675974.0923,1462006.184,19341826.24,299507.2738,2890441.759,777421.4253,46518388.04,1047702.825,767136.8285,1384879.078,376670.9523,3938627.935,161146.5679,11510934.08,4263117.079,12509337.56,152921324.8,31891.75668,2885974.693,130511.1284,273800.0789,7186964.348,66532.23077,318124.7648,174400.56,435577.3024,4041945.882,8077.023648,192903.3784,90992.5081,118249.8286,27480.72526,277029.699,181985.069,3610.201151,145745.6123,3470.545359,21998.17079,45064.36372,15949.19218,12409.52146,48268.34404,6941.090366,37864.04435,62876.16769,181307.166,24303.38506,20176.80834,10389.25902,2897486.04,120032.0786,53828.53994,262519.9432,711417.7819,1013752.821,16565.83434,132898.1705,21952.7341,1287040.837,748554.5164,3800208.725,20525.99964,315522.2369,3883.742764,6199.948489,21592.44448,518897.4025,979849.2973,3788.940698,6622.873142,1246707.061,3267.788243,9195.514698,3853.74717,9255.271954,473888.9995,141415.0146,458016.9341,183852.2229,43526.39779,86000.81115,44215.39548,517991.785,68526.93886,35759.72193,1596441.653,1823705.892,295196.5581,26236436.41,9789668.844,65078228.94,13192661.74,3231712.622,16598623.17,14274848.59,55971.3777,272330.7737,86320.51673,370934.933,187636.3569,4306523.172,667528.4093,75167.10975,110463.8275,79057.73335,6305132.052,1466966.187,907835.9119,86074.95436,84525.91319,71942.84372,74493.00448,369479.0208,137293.076,86224.37571,4351085.696,18354260.43,1760459.054,4982107.295,1380110.293,411400.685,3599935.585,1433292.134,790846.0878,945901.6901,1648976.715,67779.53009
PI533755_control,2884343.981,1305104.693,3461578.355,1761182.279,43246.2585,614684.2776,394571.5633,1035969.655,303258.4381,1390106.67,946772.4029,55283900.73,641553.8807,1393980.59,19488740.67,288482.3876,3239835.176,697046.8985,44256643.79,928518.8987,606375.0053,1229368.53,235160.2623,3565799.594,114469.7573,10155731.26,3430491.621,9048543.332,153797263,29824.3364,2446279.005,129479.8079,277919.3993,8060809.766,60162.54999,410232.7345,177568.1943,431409.6477,4515041.492,10840.80769,45987.18616,36613.70382,25823.28875,18902.01116,84376.16652,73227.40854,2323.403444,44713.61341,1759.335445,13920.70498,36802.28501,11425.31092,8391.719043,36878.94436,3518.671189,29227.42835,60653.92201,164888.9386,26356.47069,18266.8592,10823.34855,2372125.448,778577.5715,383765.6664,2390728.672,2924974.13,1402309.086,57913.74526,1430191.856,31879.71308,988814.0901,648452.0082,2638133.426,37897.71165,1620821.249,26605.4019,8308.343404,28640.64163,987507.2298,837110.7143,6128.774102,5924.744722,915655.9313,2351.454083,7643.895661,2101.838252,8453.746812,398034.0149,126386.3627,363590.4389,144418.1552,34181.45714,50422.6452,45705.47952,546294.8476,40901.57398,16784.72865,265263.3012,3904236.692,293552.8839,20299181.76,36772201.17,52715337.75,15417076.44,3380595.112,12131186.03,11893211.84,44000.71094,153987.3497,73724.61316,110573.0633,187884.7982,3259281.167,706191.7895,182733.3355,120136.5583,62160.17246,19400402.96,1128410.336,1353631.674,209574.5669,86485.64236,172208.6901,101276.7891,338713.8463,134353.3879,48956.52736,2783122.434,17642461.44,1660656.371,3361164.225,1136845.224,364186.5591,2224730.539,1184171.04,759374.244,679515.8728,1376390.327,11560.12597
PI533757_control,2836467.288,971034.6234,2913920.595,1528654.933,35276.30579,446142.565,225796.059,885648.314,215308.9526,1168863.254,851418.1318,55651639.28,417084.9229,1199430.065,16809151.75,325429.0721,2727582.318,792007.097,43146394.11,823044.0482,532620.6013,892285.1238,202524.996,3526100.198,45921.95375,7888998.779,3207902.996,10359178.03,151783740.8,18920.40681,1908724.738,66571.07055,254604.6789,6138595.008,47730.45945,297258.3383,168038.8618,390201.0563,3435889.483,4580.015716,44144.86601,29132.39274,30793.15198,10912.24568,73505.43624,58264.78575,2700.366514,41750.05535,3012.257124,7140.749039,20558.17404,4429.378729,3225.998523,19111.74738,6024.513733,17496.55756,13708.30605,120162.3104,20193.78536,10991.99967,5230.867836,2515107.357,82098.68723,40342.7316,237755.6392,425383.5538,746908.6954,17507.09084,160119.0248,10276.92806,1181813.31,913765.5845,4844167.116,18624.99267,299186.2005,4231.413849,2582.389136,24529.37348,438243.285,999279.6316,2222.457074,4323.593844,1774794.114,2421.138513,15316.84452,2789.626414,7071.04025,708089.9373,75407.31746,229331.0781,84083.4355,30617.44848,66810.95582,18706.43715,368528.3068,52637.08576,23558.30839,157250.5233,3162642.42,200226.546,19698445.7,39775091.48,51375217.28,6903066.58,4069614.113,8443735.727,11164755.56,46670.92339,163083.4955,108679.9224,102148.5752,222699.1411,3726772.126,671139.2493,127342.9088,156259.0656,62537.98607,20977138.71,1281775.603,2355998.194,134306.3061,86071.25873,615472.8454,93894.87206,319265.8299,129190.3971,60990.42448,2988967.205,17383186.15,1716369.993,3740496.518,1230554.061,279154.7924,2503312.512,1259611.404,762683.6133,868714.2754,1136159.005,13508.99958
PI533758_control,2673586.965,1039535.073,2686322.135,1214013.946,32566.62585,437620.4411,308095.5561,910304.859,212103.9091,1237931.969,695229.1853,53898294.31,424605.8475,1000250.393,16571995.22,237284.5869,2470325.238,549163.5448,42816691.62,712592.2861,511125.5075,875240.9218,179809.1223,3420645.563,52536.4263,7088615.2,2623500.782,6429055.761,151524844.8,21646.93546,2114882.044,89424.99446,279429.7366,7588222.232,45642.06723,345824.1046,189216.9486,412823.3386,4351243.828,6852.131252,91468.10676,47147.49567,52966.25546,20369.37672,138754.4896,94295.01263,4576.101107,73367.90825,4024.5611,11583.86709,16282.20282,20023.57358,21404.89,42797.77335,8049.120206,23492.04133,42104.01851,132130.5953,31046.31731,28309.28998,17194.87764,2022433.038,274492.8455,111513.4922,1020355.243,1660101.654,1113686.013,35977.38782,570891.1533,10686.40789,961413.823,602689.1589,3710975.904,24382.5203,804142.7991,13820.83626,4584.186687,24683.42235,670462.8784,1070683.138,3459.507782,3952.407818,1060312.472,2481.57848,13901.40353,2385.939357,6618.548511,366557.8803,89210.50746,261313.2932,123662.6583,28982.43926,45156.20288,14306.45541,422185.6299,60913.97968,21734.56277,267948.6332,2569806.271,232237.0641,22505447.15,19512205.92,57196201.42,10932801,3534475.551,11644801.72,8943135.178,41631.23254,288406.7519,108438.2109,96665.35787,192018.1729,3634842.34,493549.3707,90835.52562,126908.4236,41496.12073,10752867.6,1243402.688,1242674.34,115647.7321,73325.19769,295157.7461,89640.59793,284147.0923,107655.4079,41834.90021,3030693.613,16647280.7,1324516.695,3511378.813,1128257.046,292083.0175,2379065.644,1161090.476,702894.6477,676300.0177,1025738.788,9307.325619
PI533759_control,3685078.405,944176.4749,2495442.012,970669.3984,25377.45353,532179.3948,307130.4604,939172.768,241979.0757,1242450.42,639750.937,47011351.76,523214.4299,1224946.536,13987067.03,276058.6717,1978928.664,688488.6123,35700015.2,965245.9789,454785.2352,1064358.787,185716.5709,2964322.424,54938.74221,6957942.098,3346743.497,8130050.2,130121882.6,12130.12193,1742314.163,95986.9607,321452.6326,6022796.295,48616.09626,272502.9765,194110.2416,434700.0686,3372439.624,5072.535006,71926.81418,41502.27401,46110.61657,15095.42008,119372.7397,83004.57172,5824.805979,61228.37358,6711.822128,6615.041699,9955.942925,3877.432542,3754.956525,8095.659036,13423.64299,20238.26689,16692.28262,73861.45411,12387.01421,6991.606656,3433.403034,1828515.487,71383.09855,34659.7436,192585.6409,570397.6542,607897.6925,16259.16669,119013.3968,29526.57728,700326.356,410776.3583,2977170,14905.74138,232745.0232,4347.490008,3056.66448,26161.4492,381903.3475,1070624.182,3233.157446,2951.673411,798788.1302,1674.250918,7895.340893,1915.54433,4192.328913,271297.8504,79177.58342,306839.5093,63789.94839,31927.93084,53374.39418,9874.183497,399552.6425,57224.81282,39159.69617,204640.1125,1220362.24,244057.5318,16710009.67,9246357.422,42567233.05,7716046.574,2546885.331,9018465.038,7022078.237,23306.23377,175243.1663,78248.90483,123085.3141,101584.0905,2242161.914,510591.156,85631.84189,97658.66868,42519.66591,5351990.462,764004.4895,631043.9161,95778.81438,40502.00771,54728.37505,81062.21394,416923.2041,77385.15978,114402.1515,2811393.467,12425237.04,1158238.728,3053747.33,807848.4544,297896.3709,2255441.562,833147.1884,635669.0235,563449.145,1032521.735,16294.64715
PI533760_control,2632307.008,980610.7397,2895035.123,1513443.98,31818.91406,508973.8714,180382.4812,918262.6167,243349.0504,1182409.193,840112.6475,48822571.35,436918.0617,1156398.011,16445579.82,242027.8724,2677275.414,567632.9222,40662478.88,753215.7329,531424.6743,1017947.708,207116.38,3177250.244,53129.82301,8187913.757,2761450.776,7520836.3,136452459.3,22411.62305,2083231.58,83288.195,259895.1908,7082708.378,51266.49063,346212.225,161688.0159,412936.4847,3876180.332,14754.36697,123614.5596,65386.57489,62119.45252,26831.90876,199006.6461,130773.1308,6178.31174,88947.86854,6290.67848,10481.18862,24446.73402,6626.888412,6118.178176,16847.00379,12581.35913,17082.69464,31931.17795,124035.2687,15391.82423,12418.77951,5389.228135,2232841.763,89995.90896,44628.1954,283584.0536,507130.8321,582692.836,16305.48516,197139.1087,14128.62596,737974.2168,480867.3655,1890501.678,10113.98657,298104.773,5099.689876,2764.73948,12106.54365,338321.9539,481995.5269,1772.581433,3245.257719,635647.9186,2070.123222,5514.81189,2384.808141,5426.412428,251145.6461,84907.05772,374733.0024,135311.2751,38438.58849,36065.51002,23243.84389,608399.8404,34198.11755,22916.56591,226530.9224,3149728.252,320471.5817,20305833.33,14538342,53618992.2,11382168.62,3828909.181,6511520.306,9675892.42,59012.15486,155574.8574,91626.73514,92640.87706,186576.8653,3535399.551,899041.6566,182376.4627,68340.08873,69561.40901,8102072.475,1213544.919,1642286.848,206593.4224,94418.16537,226721.0137,109704.2861,282866.0776,123092.8785,66502.38545,2768394.02,15229856.89,1561876.225,3419309.319,1145252.219,277580.5264,2272105.149,1180034.565,672595.0057,755313.7795,1108842.061,27517.24054
PI533761_control,3119984.514,1826235.651,3679550.691,1573734.687,45298.90894,649501.9066,251347.0596,1137196.187,297395.7154,1625640.303,902413.8581,58288573.57,834974.2324,1452110.225,21107706.05,287296.7894,2745039.679,739444.7833,46381457.89,1102205.517,638282.4829,1299003.731,246462.3387,4069094.465,112049.7075,11859940.08,4628256.858,11152979.06,141327707.2,25780.23067,2594367.153,169053.248,280515.9893,9128729.955,64359.95315,390228.9118,238489.8898,477274.359,4972111.55,12619.03589,141218.9198,64149.20789,88911.8671,26449.14724,208186.0676,128298.4203,6389.89634,115417.9793,4478.64158,13544.5075,42141.30604,6040.724431,3494.170627,16765.70604,8957.282854,23303.66788,22358.89812,94999.70626,14582.15845,9654.84492,5401.185751,2733320.572,72056.5209,36514.9972,199308.547,331030.7768,576862.1934,19897.32573,136046.2951,16370.99739,743233.216,532818.4226,2854581.669,7498.117376,202415.5297,3136.315504,3132.420279,15631.81671,296378.9255,745827.8866,1704.408783,3273.225134,925935.6045,1764.965225,8095.232794,2433.344218,4787.713975,401966.9387,130527.425,342922.6577,144933.6516,28173.9592,60444.66725,35950.57984,562129.5988,39108.04993,23538.77788,344102.4413,3133134.213,297862.9947,25069159.02,12104661.08,65595875.94,15181962.16,3553708.198,12874173.65,16041328.19,68845.93435,231122.1139,82374.92648,194512.0168,231836.7077,3444341.611,798896.4245,117853.9178,153151.6434,76229.40872,6780554.548,1212962.898,1047615.178,153572.2276,133392.5736,127595.219,129208.1887,399448.3985,147470.2709,190835.7674,3917158.235,19449590.52,1657746.85,4599443.487,1420338.078,375366.4325,3176801.161,1473794.959,831805.8712,650338.0387,1819030.982,29980.34903
PI533762_control,3023519.598,1136922.471,3494333.879,2146845.167,91503.3242,659184.9025,177253.3067,1005552.678,318422.3449,1374329.526,1096052.178,60014921.47,680223.3788,1715348.857,22492322.25,286624.1147,3313736.574,759015.3494,47123647.36,1006630.212,719689.7338,1318369.585,260402.3652,4205955.751,67433.88332,12040686.6,3385867.037,9829981.556,160696948.7,28203.22255,2800502.657,114181.9687,285702.8519,9110418.256,63598.42381,411488.6257,186398.5883,497014.4302,4881523.981,12531.38257,122642.8669,59334.31613,84788.19066,29294.85645,188402.718,118668.6126,4517.226334,114044.34,2213.420226,14319.29804,35472.64663,24350.24889,5240.244159,50252.97446,4426.84109,25360.45385,28189.16836,303198.1654,20580.8157,26603.83644,17617.80057,2722726.09,110679.4566,49476.02227,337660.5781,471943.3342,872249.5706,19226.46235,173094.5861,31107.73285,1360016.174,1074866.7,2716506.5,18024.46361,310125.536,7971.367372,7023.016612,32039.63254,444139.3383,593351.9035,4089.416539,10824.03597,1041600.325,7234.916876,15554.53018,11429.32982,15342.60387,547423.57,85285.46579,435681.8071,284798.7253,23728.41604,29512.15457,22208.6939,635694.5392,42823.90362,26224.95869,254102.2216,4108260.293,347857.7731,19563551.15,21611555.16,50250776.75,16794566.23,2893523.419,8913541.278,9689740.115,48396.46205,140360.664,70849.71069,150366.8018,162748.9408,2233045.423,886812.5995,179272.1557,110981.7756,75805.78424,11664567.14,764106.3857,1040445.269,189415.405,67281.87592,141671.0296,93138.62016,361346.9473,169447.222,62239.48494,2866326.748,14776042.19,1691739.327,3675375.1,1273152.856,260397.8756,2403925.914,1312879.235,844457.4335,616037.4802,1097498.972,20359.49561
PI533766_control,2305254.319,748728.9216,2469241.329,1453021.548,22558.77079,419480.6409,143294.6444,693848.2925,199452.0516,879027.9901,772583.8782,49114834.1,328457.2813,767972.8203,15042881.61,158545.3185,1873890.745,450986.0283,34808216.87,536265.7252,499776.4982,838961.2688,247725.1145,3079076.349,43935.63935,6997903.578,2196701.669,5216970.093,133596602.4,22026.62152,1890172.421,68452.44397,247601.2396,6222993.966,39094.54947,249911.3283,139753.4162,301299.6892,3174525.527,5723.946079,62812.79573,36729.31593,33526.20807,10693.90256,93459.08065,73458.63234,2420.909952,44241.15264,2462.108794,6239.253457,17528.87761,4147.460624,2607.657625,8616.968472,4924.217396,12377.88794,12867.36829,114801.8339,12301.18921,7401.326048,4562.110536,2036115.747,66451.5015,39488.82906,200649.0468,327613.0338,420741.6574,12205.72812,129975.922,10285.44767,680295.5146,601037.8018,1920839.763,7463.036329,198733.4666,2578.131087,2445.2834,9629.846364,198851.2483,422574.1814,1805.649916,2604.867897,692670.2602,1535.424135,4625.362304,2755.541456,4465.503928,327138.1259,49614.02134,404669.6542,204341.3935,40869.87757,73272.8107,35876.42294,565595.6339,37176.02478,21748.93376,218300.2047,3226358.086,302577.3288,22400497.7,12169263.08,59067796.89,14278294.35,2049212.35,7832421.397,13350642.28,33603.04297,112686.7251,64309.82797,122635.9394,212116.9498,2857903.171,424588.4721,73580.33474,61110.75782,32059.85622,7026639.954,974608.5415,786742.3443,106611.9554,56449.25878,168213.437,92652.56856,234310.001,159329.381,75956.13808,2196060.363,12140596.86,1607124.353,2880717.045,1120621.42,188837.1321,1755779.344,1163741.371,745483.0264,546007.758,975968.0778,27422.63943
PI533769_control,2818956.342,1021156.307,2725734.172,1326244.661,27824.08641,565180.5666,208033.5516,834396.9215,273273.8635,1114949.031,712820.0437,47044512.47,666754.4261,2116622.195,17674151.6,417326.7605,2626153.152,816270.3891,37944870.58,809067.0823,511166.3694,1130360.899,215318.2147,3211331.21,87180.02506,8634633.535,3571332.772,8477088.281,133526801.3,24300.70382,2310310.148,143297.393,394511.509,7645384.853,66165.08269,350207.6259,216071.8783,500147.6141,3812460.481,12362.62586,91775.29156,52860.68511,43831.14905,16225.31607,133103.1102,105721.361,3147.196285,60045.37495,2351.767864,9129.647605,18383.79741,7333.641817,5216.404553,15716.1941,4703.536421,12142.96579,18031.84406,124929.6523,12456.89599,9698.342502,5059.651661,2005491.062,81514.84417,31380.91264,247036.8974,499185.2013,570952.4284,9845.889985,149223.8894,11643.03861,705125.4783,436186.2334,1808689.53,10692.23231,235644.0122,3874.468393,2255.989115,12542.40208,285550.3194,446919.3121,1543.193029,2562.247299,596028.6191,1652.081447,6356.340549,1851.793206,3990.771481,228130.1837,85707.03219,499606.376,100254.6919,49433.24235,39495.99545,20160.83851,330037.4905,30061.24633,17719.3242,163617.9703,2423214.591,180010.9699,15182394.4,16982121.61,39741158.15,10049790.27,4169274.827,10469752.06,9198147.02,58761.42787,127181.7054,89511.90368,71399.1253,138989.1089,3051821.7,647088.1173,90443.28934,137297.716,64929.07404,9344479.144,1048891.732,2041234.269,102380.2152,89978.18442,101409.6611,67535.30125,305997.4857,109332.853,58547.56831,2548549.184,13143595.1,1232766.608,3167737.203,1024823.603,272156.26,2140856.634,1052928.38,628736.6763,517279.0726,1252811.032,15723.15539
PI533776_control,4032097.05,1838545.753,4568073.158,2246638.583,53551.76681,907921.464,329880.3885,1595418.275,419808.5178,2142420.91,1410154.881,64651438.98,718114.4696,1923652.768,21768130.41,423692.2939,3791021.377,1067825.929,53022321.28,1703006.614,652298.5262,1815842.899,262070.3568,4355455.075,53735.69741,11522022.45,5227228.113,14485533.66,175218173.2,11982.90277,1250415.181,94767.89242,260642.6433,9782610.419,93949.40986,530597.2522,288705.0991,676262.879,6309320.533,36725.65162,364141.1764,191949.6184,172935.7926,60833.80982,520121.2377,383899.2032,13412.90461,233580.5366,18050.71057,32276.56584,54435.06695,27959.48854,21136.12962,66988.44619,36101.42099,38834.10593,16059.75896,344858.022,43474.85334,37756.2567,25873.1164,3415504.757,114190.8142,57820.76797,346045.1054,596339.2446,1808830.384,29269.75408,214898.606,76710.19555,2912699.266,1927412.06,7083541.508,32603.97558,483039.5955,7857.120507,7732.872402,37458.04575,961009.0141,2227757.22,5853.610542,7145.899858,3692706.792,3539.181779,32728.29495,7088.983395,12613.87912,1565095.057,173247.096,376071.9341,98175.19343,21968.38804,95381.72671,59359.8201,889442.9239,56912.65096,91729.30386,343378.9757,5361468.896,468086.7443,38820658.75,15005949.11,106909754,15320763.26,3823572.673,11305219.59,23810592.18,72646.94034,273308.8428,137357.78,131182.2479,271646.7764,5669053.197,1014186.475,135363.0798,205333.9377,90509.34749,8815787.454,1946187.365,491441.1287,146286.4392,127769.8492,163281.022,111015.6375,614129.2202,216676.9391,79376.14112,5500860.271,31168900.65,2645647.054,6407376.741,1863456.831,576978.5609,4530317.389,1912762.364,797270.266,893003.2969,1628823.995,27973.46334
PI533785_control,4049689.459,911533.461,2665601.931,1021140.211,34040.39785,727822.4429,321791.6086,982379.3647,332407.2621,1271514.927,698180.5687,48442218.92,512122.3444,1032819.903,13692142.56,250180.0271,2006721.451,550723.3875,34305044.78,1101119.354,512149.3828,1455645.083,237449.6376,3058610.707,56754.52612,7189433.198,3288722.729,7342097.656,134181838.3,11356.54386,1388880.786,62756.5601,184033.7409,4594252.864,32596.37299,219992.146,129319.0519,271008.6286,2573136.448,28649.67903,155041.6147,95105.00629,134888.2139,33892.53994,267808.9624,190210.0123,20315.29543,168731.5989,11119.96538,24536.73687,44184.78642,7731.331469,5886.240699,11434.77849,22239.92529,35620.90459,37781.18953,117600.9538,25894.37214,12348.27827,4463.737659,1873494.322,100360.7739,59854.35448,243514.2644,523242.7193,802929.0105,33138.20802,204437.4706,11512.16586,952225.4778,547357.8893,3648382.018,26080.35312,357497.1923,9293.435843,4187.753756,26798.61066,406249.4599,1214731.508,5511.20833,5723.389836,977917.8771,2715.192573,11069.38582,2528.372845,8105.132014,330314.2941,98388.43524,307846.4811,74739.27414,27697.13204,43802.35474,11449.22008,297336.259,27486.46722,19438.09554,170114.9207,1095205.627,165707.0881,14432256.3,9577353.532,37629070.01,7121591.057,2508699.416,7866873.434,7372128.367,31151.7848,180585.4728,47427.49629,105199.8443,118766.8191,2148420.543,522801.4163,82979.16695,58853.12412,39866.56605,5753983.047,740319.8142,735691.2554,95863.76511,56601.76285,45478.06511,75625.36338,446930.3808,73769.62026,66340.15278,2336998.368,10465280.34,986703.9274,2645781.706,752065.6158,264703.3106,1895263.817,785040.7309,629180.4978,515292.6443,910297.7854,17720.05557
PI533788_control,2632137.648,844854.0317,2768066.928,1449968.283,43114.22991,492635.331,141832.2218,792089.8826,229100.7156,1078780.209,809055.4166,53742898.15,424886.2111,1131154.593,16932962.38,225164.1914,2521030.389,560445.7546,39046154.51,732575.8199,506733.4541,985270.5762,185637.2642,3431428.181,38915.67434,8170598.377,2621636.994,7252215.283,145126784.9,22452.63935,2151031.613,76733.85936,240357.3296,7419303.095,54587.28753,355819.963,152787.5644,385161.0269,3736257.328,7592.556133,48135.72695,26741.79968,35159.0348,11075.41118,85041.64514,53483.60068,2112.581435,46245.40393,2365.067004,6651.740908,17471.6851,8108.996136,4497.759439,21361.93811,4730.134136,18748.20227,23046.98862,119375.2494,10490.92296,10942.07895,6173.202293,2108197.027,86507.85986,46759.71046,254940.0033,337661.2625,496856.7328,13458.25107,172453.3161,18887.74015,710471.2473,494813.3522,1698067.701,8416.348829,237820.4773,3622.77461,2704.761889,9795.171115,253231.1804,382323.7138,1886.997287,3062.225473,606606.4506,1803.209149,4966.421543,2150.429888,4556.657982,268077.6698,80843.73181,339686.6391,122496.9863,23960.22322,36094.06886,18564.267,439849.0354,30708.19279,17053.39846,249010.6385,2200807.139,249302.3124,15581416.11,12031689.42,41413964.33,9753563.248,3028846.143,6956672.067,7393853.044,44356.80208,97289.45027,54815.90378,100308.7415,155909.6318,2013551.477,622755.8108,91303.75676,64449.32188,54379.30213,6763437.356,706485.0354,1627807.354,98565.64394,81272.07153,92790.78661,67059.3784,279827.1222,105273.2817,65060.11286,2151491.295,11623592.39,1319878.046,2720260.808,925825.7319,218456.7075,1792868.595,952528.5052,694016.4747,574598.5826,958923.7445,12873.76206
